"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"2019-01-06T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",13.8,"bereinigt"
"2019-01-07T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",46.11,"bereinigt"
"2019-01-07T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",2.71,"bereinigt"
"2019-01-07T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",981.23,"bereinigt"
"2019-01-07T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",3.54,"bereinigt"
"2019-01-07T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",52.55,"bereinigt"
"2019-01-07T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",3.19,"bereinigt"
"2019-01-07T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",983.63,"bereinigt"
"2019-01-07T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",3.93,"bereinigt"
"2019-01-07T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",112.75,"bereinigt"
"2019-01-07T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",2.93,"bereinigt"
"2019-01-07T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",980.78,"bereinigt"
"2019-01-07T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",3.89,"bereinigt"
"2019-01-07T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",18.66,"bereinigt"
"2019-01-08T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",528.96,"bereinigt"
"2019-01-08T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",2.78,"bereinigt"
"2019-01-08T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",971.61,"bereinigt"
"2019-01-08T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",4.03,"bereinigt"
"2019-01-08T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",514.89,"bereinigt"
"2019-01-08T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",3.4,"bereinigt"
"2019-01-08T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",973.96,"bereinigt"
"2019-01-08T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",4.59,"bereinigt"
"2019-01-08T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",577,"bereinigt"
"2019-01-08T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",3.08,"bereinigt"
"2019-01-08T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",971.29,"bereinigt"
"2019-01-08T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",4.24,"bereinigt"
"2019-01-08T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",12.26,"bereinigt"
"2019-01-09T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",368.6,"bereinigt"
"2019-01-09T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",1.64,"bereinigt"
"2019-01-09T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",964.95,"bereinigt"
"2019-01-09T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",3.24,"bereinigt"
"2019-01-09T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",275.01,"bereinigt"
"2019-01-09T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",2.12,"bereinigt"
"2019-01-09T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",967.29,"bereinigt"
"2019-01-09T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",3.52,"bereinigt"
"2019-01-09T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",433.67,"bereinigt"
"2019-01-09T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",1.87,"bereinigt"
"2019-01-09T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",964.53,"bereinigt"
"2019-01-09T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",3.38,"bereinigt"
"2019-01-09T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",23.26,"bereinigt"
"2019-01-10T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",488.5,"bereinigt"
"2019-01-10T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",-0.36,"bereinigt"
"2019-01-10T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",970.4,"bereinigt"
"2019-01-10T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",0.23,"bereinigt"
"2019-01-10T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",522.48,"bereinigt"
"2019-01-10T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",0.24,"bereinigt"
"2019-01-10T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",972.8,"bereinigt"
"2019-01-10T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",0.77,"bereinigt"
"2019-01-10T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",471.65,"bereinigt"
"2019-01-10T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",-0.05,"bereinigt"
"2019-01-10T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",970.01,"bereinigt"
"2019-01-10T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",0.48,"bereinigt"
"2019-01-10T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",7.39,"bereinigt"
"2019-01-11T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",65.28,"bereinigt"
"2019-01-11T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",-0.55,"bereinigt"
"2019-01-11T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",974.51,"bereinigt"
"2019-01-11T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",0.95,"bereinigt"
"2019-01-11T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",155.37,"bereinigt"
"2019-01-11T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",-0.03,"bereinigt"
"2019-01-11T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",976.94,"bereinigt"
"2019-01-11T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",0.91,"bereinigt"
"2019-01-11T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",130.92,"bereinigt"
"2019-01-11T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",-0.25,"bereinigt"
"2019-01-11T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",974.08,"bereinigt"
"2019-01-11T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",0.96,"bereinigt"
"2019-01-11T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",38.06,"bereinigt"
"2019-01-12T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",239.35,"bereinigt"
"2019-01-12T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",1.78,"bereinigt"
"2019-01-12T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",973.74,"bereinigt"
"2019-01-12T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",3.86,"bereinigt"
"2019-01-12T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",280.62,"bereinigt"
"2019-01-12T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",2.52,"bereinigt"
"2019-01-12T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",976.14,"bereinigt"
"2019-01-12T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",4.67,"bereinigt"
"2019-01-12T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",366.05,"bereinigt"
"2019-01-12T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",2.09,"bereinigt"
"2019-01-12T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",973.35,"bereinigt"
"2019-01-12T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",4.21,"bereinigt"
"2019-01-12T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",17.98,"bereinigt"
"2019-01-13T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",868.37,"bereinigt"
"2019-01-13T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",3.89,"bereinigt"
"2019-01-13T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",963.79,"bereinigt"
"2019-01-13T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",6.48,"bereinigt"
"2019-01-13T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",896.47,"bereinigt"
"2019-01-13T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",4.66,"bereinigt"
"2019-01-13T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",966.11,"bereinigt"
"2019-01-13T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",6.98,"bereinigt"
"2019-01-13T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",1131.63,"bereinigt"
"2019-01-13T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",4.19,"bereinigt"
"2019-01-13T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",963.51,"bereinigt"
"2019-01-13T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",6.55,"bereinigt"
"2019-01-13T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",6.3,"bereinigt"
"2019-01-14T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",356.38,"bereinigt"
"2019-01-14T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",4.58,"bereinigt"
"2019-01-14T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",963.39,"bereinigt"
"2019-01-14T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",6.23,"bereinigt"
"2019-01-14T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",245.73,"bereinigt"
"2019-01-14T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",5.13,"bereinigt"
"2019-01-14T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",965.71,"bereinigt"
"2019-01-14T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",6.83,"bereinigt"
"2019-01-14T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",423.93,"bereinigt"
"2019-01-14T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",4.79,"bereinigt"
"2019-01-14T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",963.06,"bereinigt"
"2019-01-14T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",6.36,"bereinigt"
"2019-01-14T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",30.59,"bereinigt"
"2019-01-15T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0,"bereinigt"
"2019-01-15T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",3.15,"bereinigt"
"2019-01-15T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",972.07,"bereinigt"
"2019-01-15T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",5.81,"bereinigt"
"2019-01-15T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0,"bereinigt"
"2019-01-15T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",3.45,"bereinigt"
"2019-01-15T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",974.42,"bereinigt"
"2019-01-15T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",5.46,"bereinigt"
"2019-01-15T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0,"bereinigt"
"2019-01-15T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",3.44,"bereinigt"
"2019-01-15T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",971.72,"bereinigt"
"2019-01-15T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",5.45,"bereinigt"
"2019-01-15T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",64.07,"bereinigt"
"2019-01-16T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0,"bereinigt"
"2019-01-16T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",2.42,"bereinigt"
"2019-01-16T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",964.97,"bereinigt"
"2019-01-16T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",6.01,"bereinigt"
"2019-01-16T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0,"bereinigt"
"2019-01-16T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",2.71,"bereinigt"
"2019-01-16T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",967.34,"bereinigt"
"2019-01-16T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",6.56,"bereinigt"
"2019-01-16T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0,"bereinigt"
"2019-01-16T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",2.87,"bereinigt"
"2019-01-16T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",964.54,"bereinigt"
"2019-01-16T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",6.33,"bereinigt"
"2019-01-16T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",82.07,"bereinigt"
"2019-01-17T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",88.4,"bereinigt"
"2019-01-17T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",5.7,"bereinigt"
"2019-01-17T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",960.62,"bereinigt"
"2019-01-17T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",7.5,"bereinigt"
"2019-01-17T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",50.85,"bereinigt"
"2019-01-17T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",6.19,"bereinigt"
"2019-01-17T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",963.02,"bereinigt"
"2019-01-17T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",8,"bereinigt"
"2019-01-17T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",84.42,"bereinigt"
"2019-01-17T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",6.01,"bereinigt"
"2019-01-17T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",960.34,"bereinigt"
"2019-01-17T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",7.7,"bereinigt"
"2019-01-17T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",16.29,"bereinigt"
"2019-01-18T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",49.1,"bereinigt"
"2019-01-18T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",1.15,"bereinigt"
"2019-01-18T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",966.54,"bereinigt"
"2019-01-18T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",4.06,"bereinigt"
"2019-01-18T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",36.88,"bereinigt"
"2019-01-18T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",1.61,"bereinigt"
"2019-01-18T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",968.93,"bereinigt"
"2019-01-18T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",4.46,"bereinigt"
"2019-01-18T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",53.22,"bereinigt"
"2019-01-18T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",1.44,"bereinigt"
"2019-01-18T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",966.1,"bereinigt"
"2019-01-18T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",4.28,"bereinigt"
"2019-01-18T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",59.44,"bereinigt"
"2019-01-19T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0,"bereinigt"
"2019-01-19T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",-1.43,"bereinigt"
"2019-01-19T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",963.84,"bereinigt"
"2019-01-19T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",1.5,"bereinigt"
"2019-01-19T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0,"bereinigt"
"2019-01-19T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",-0.81,"bereinigt"
"2019-01-19T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",966.28,"bereinigt"
"2019-01-19T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",1.64,"bereinigt"
"2019-01-19T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0,"bereinigt"
"2019-01-19T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",-0.93,"bereinigt"
"2019-01-19T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",963.34,"bereinigt"
"2019-01-19T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",1.64,"bereinigt"
"2019-01-19T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",78.35,"bereinigt"
"2019-01-20T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0,"bereinigt"
"2019-01-20T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",-1.05,"bereinigt"
"2019-01-20T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",963.08,"bereinigt"
"2019-01-20T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",1.57,"bereinigt"
"2019-01-20T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0,"bereinigt"
"2019-01-20T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",-0.33,"bereinigt"
"2019-01-20T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",965.47,"bereinigt"
"2019-01-20T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",2.43,"bereinigt"
"2019-01-20T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0,"bereinigt"
"2019-01-20T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",-0.55,"bereinigt"
"2019-01-20T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",962.6,"bereinigt"
"2019-01-20T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",1.98,"bereinigt"
"2019-01-20T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",55.26,"bereinigt"
"2019-01-21T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0,"bereinigt"
"2019-01-21T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",0.37,"bereinigt"
"2019-01-21T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",967.08,"bereinigt"
"2019-01-21T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",2.22,"bereinigt"
"2019-01-21T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0,"bereinigt"
"2019-01-21T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",0.88,"bereinigt"
