"Datum","Standort","Parameter","Intervall","Einheit","Wert","Status"
"2023-01-03T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",8.68,"bereinigt"
"2023-01-04T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",8.61,"bereinigt"
"2023-01-04T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",21.1,"bereinigt"
"2023-01-04T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",978.03,"bereinigt"
"2023-01-04T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",22.16,"bereinigt"
"2023-01-04T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",11.13,"bereinigt"
"2023-01-04T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",8.48,"bereinigt"
"2023-01-04T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",10.72,"bereinigt"
"2023-01-04T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",980.77,"bereinigt"
"2023-01-04T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",11.58,"bereinigt"
"2023-01-04T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",8.31,"bereinigt"
"2023-01-04T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",4.95,"bereinigt"
"2023-01-04T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",978.3,"bereinigt"
"2023-01-04T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",10.94,"bereinigt"
"2023-01-05T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",10.95,"bereinigt"
"2023-01-05T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",94.65,"bereinigt"
"2023-01-05T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",974.89,"bereinigt"
"2023-01-05T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",41.33,"bereinigt"
"2023-01-05T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",12.21,"bereinigt"
"2023-01-05T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",10.8,"bereinigt"
"2023-01-05T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",42.15,"bereinigt"
"2023-01-05T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",977.43,"bereinigt"
"2023-01-05T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",12.1,"bereinigt"
"2023-01-05T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",10.55,"bereinigt"
"2023-01-05T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",72.58,"bereinigt"
"2023-01-05T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",975.05,"bereinigt"
"2023-01-05T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",12.14,"bereinigt"
"2023-01-06T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",8.17,"bereinigt"
"2023-01-06T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0,"bereinigt"
"2023-01-06T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",973.08,"bereinigt"
"2023-01-06T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",19.15,"bereinigt"
"2023-01-06T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",9.44,"bereinigt"
"2023-01-06T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",7.71,"bereinigt"
"2023-01-06T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0,"bereinigt"
"2023-01-06T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",975.7,"bereinigt"
"2023-01-06T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",9.55,"bereinigt"
"2023-01-06T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",7.73,"bereinigt"
"2023-01-06T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0,"bereinigt"
"2023-01-06T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",973.3,"bereinigt"
"2023-01-06T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",9.51,"bereinigt"
"2023-01-07T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",7.68,"bereinigt"
"2023-01-07T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0,"bereinigt"
"2023-01-07T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",967.07,"bereinigt"
"2023-01-07T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",57.09,"bereinigt"
"2023-01-07T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",8.94,"bereinigt"
"2023-01-07T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",7.44,"bereinigt"
"2023-01-07T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0,"bereinigt"
"2023-01-07T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",969.72,"bereinigt"
"2023-01-07T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",8.84,"bereinigt"
"2023-01-07T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",7.42,"bereinigt"
"2023-01-07T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0,"bereinigt"
"2023-01-07T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",967.34,"bereinigt"
"2023-01-07T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",9.16,"bereinigt"
"2023-01-08T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",7.14,"bereinigt"
"2023-01-08T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",517.72,"bereinigt"
"2023-01-08T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",957.88,"bereinigt"
"2023-01-08T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",11.19,"bereinigt"
"2023-01-08T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",7.99,"bereinigt"
"2023-01-08T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",6.73,"bereinigt"
"2023-01-08T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",407.67,"bereinigt"
"2023-01-08T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",960.48,"bereinigt"
"2023-01-08T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",7.49,"bereinigt"
"2023-01-08T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",6.59,"bereinigt"
"2023-01-08T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",352.4,"bereinigt"
"2023-01-08T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",958.15,"bereinigt"
"2023-01-08T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",7.37,"bereinigt"
"2023-01-09T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",5.97,"bereinigt"
"2023-01-09T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",580.07,"bereinigt"
"2023-01-09T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",957.39,"bereinigt"
"2023-01-09T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",33.19,"bereinigt"
"2023-01-09T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",8.07,"bereinigt"
"2023-01-09T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",5.85,"bereinigt"
"2023-01-09T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",456.72,"bereinigt"
"2023-01-09T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",960.01,"bereinigt"
"2023-01-09T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",7.9,"bereinigt"
"2023-01-09T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",5.54,"bereinigt"
"2023-01-09T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",475.25,"bereinigt"
"2023-01-09T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",957.63,"bereinigt"
"2023-01-09T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",7.34,"bereinigt"
"2023-01-10T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",5.34,"bereinigt"
"2023-01-10T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",53.45,"bereinigt"
"2023-01-10T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",971.35,"bereinigt"
"2023-01-10T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",54.36,"bereinigt"
"2023-01-10T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",6.81,"bereinigt"
"2023-01-10T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",5.33,"bereinigt"
"2023-01-10T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",8.58,"bereinigt"
"2023-01-10T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",973.94,"bereinigt"
"2023-01-10T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",7.05,"bereinigt"
"2023-01-10T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",5.26,"bereinigt"
"2023-01-10T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",30.58,"bereinigt"
"2023-01-10T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",971.62,"bereinigt"
"2023-01-10T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",6.98,"bereinigt"
"2023-01-11T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",7.05,"bereinigt"
"2023-01-11T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",310.68,"bereinigt"
"2023-01-11T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",969.64,"bereinigt"
"2023-01-11T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",11.73,"bereinigt"
"2023-01-11T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",8.58,"bereinigt"
"2023-01-11T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",7.34,"bereinigt"
"2023-01-11T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",220.45,"bereinigt"
"2023-01-11T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",972.22,"bereinigt"
"2023-01-11T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",8.9,"bereinigt"
"2023-01-11T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",6.71,"bereinigt"
"2023-01-11T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",225.67,"bereinigt"
"2023-01-11T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",969.92,"bereinigt"
"2023-01-11T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",7.91,"bereinigt"
"2023-01-12T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",7.84,"bereinigt"
"2023-01-12T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0,"bereinigt"
"2023-01-12T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",970.73,"bereinigt"
"2023-01-12T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",33.29,"bereinigt"
"2023-01-12T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",9.08,"bereinigt"
"2023-01-12T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",8.22,"bereinigt"
"2023-01-12T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0,"bereinigt"
"2023-01-12T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",973.34,"bereinigt"
"2023-01-12T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",9.5,"bereinigt"
"2023-01-12T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",7.63,"bereinigt"
"2023-01-12T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0,"bereinigt"
"2023-01-12T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",970.94,"bereinigt"
"2023-01-12T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",9.19,"bereinigt"
"2023-01-13T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",8.14,"bereinigt"
"2023-01-13T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",337.88,"bereinigt"
"2023-01-13T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",967.84,"bereinigt"
"2023-01-13T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",37.94,"bereinigt"
"2023-01-13T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",9.19,"bereinigt"
"2023-01-13T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",8.33,"bereinigt"
"2023-01-13T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",208.63,"bereinigt"
"2023-01-13T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",970.41,"bereinigt"
"2023-01-13T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",9.53,"bereinigt"
"2023-01-13T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",7.89,"bereinigt"
"2023-01-13T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",271.5,"bereinigt"
"2023-01-13T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",968.05,"bereinigt"
"2023-01-13T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",8.84,"bereinigt"
"2023-01-14T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",7.74,"bereinigt"
"2023-01-14T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",128.18,"bereinigt"
"2023-01-14T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",967.2,"bereinigt"
"2023-01-14T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",41.98,"bereinigt"
"2023-01-14T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",10.45,"bereinigt"
"2023-01-14T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",7.86,"bereinigt"
"2023-01-14T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",66.18,"bereinigt"
"2023-01-14T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",969.78,"bereinigt"
"2023-01-14T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",10.95,"bereinigt"
"2023-01-14T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",7.5,"bereinigt"
"2023-01-14T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",62.42,"bereinigt"
"2023-01-14T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",967.43,"bereinigt"
"2023-01-14T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",10.28,"bereinigt"
"2023-01-15T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",6.81,"bereinigt"
"2023-01-15T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",292.47,"bereinigt"
"2023-01-15T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",959.9,"bereinigt"
"2023-01-15T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",10.46,"bereinigt"
"2023-01-15T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",11.11,"bereinigt"
"2023-01-15T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",6.85,"bereinigt"
"2023-01-15T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",275.93,"bereinigt"
"2023-01-15T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",962.54,"bereinigt"
"2023-01-15T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",11.34,"bereinigt"
"2023-01-15T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",6.35,"bereinigt"
"2023-01-15T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",273.22,"bereinigt"
"2023-01-15T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",960.12,"bereinigt"
"2023-01-15T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",10.69,"bereinigt"
"2023-01-16T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",3.43,"bereinigt"
"2023-01-16T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",94.11,"bereinigt"
"2023-01-16T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",945.27,"bereinigt"
"2023-01-16T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",31.55,"bereinigt"
"2023-01-16T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",6.52,"bereinigt"
"2023-01-16T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",3.33,"bereinigt"
"2023-01-16T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",32.57,"bereinigt"
"2023-01-16T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",947.87,"bereinigt"
"2023-01-16T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",6.78,"bereinigt"
"2023-01-16T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",3.17,"bereinigt"
"2023-01-16T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",40.37,"bereinigt"
"2023-01-16T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",945.56,"bereinigt"
"2023-01-16T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",6.57,"bereinigt"
"2023-01-17T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",2.65,"bereinigt"
"2023-01-17T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",115.27,"bereinigt"
"2023-01-17T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",937.53,"bereinigt"
"2023-01-17T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",19.48,"bereinigt"
"2023-01-17T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",3.77,"bereinigt"
"2023-01-17T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",2.4,"bereinigt"
"2023-01-17T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",122.48,"bereinigt"
"2023-01-17T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",940.14,"bereinigt"
"2023-01-17T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",3.86,"bereinigt"
"2023-01-17T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",2.04,"bereinigt"
"2023-01-17T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",134.09,"bereinigt"
"2023-01-17T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",937.94,"bereinigt"
"2023-01-17T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",3.42,"bereinigt"
"2023-01-18T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",1.78,"bereinigt"
"2023-01-18T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",298.7,"bereinigt"
"2023-01-18T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",945.44,"bereinigt"
"2023-01-18T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",29.78,"bereinigt"
"2023-01-18T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",2.58,"bereinigt"
"2023-01-18T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",1.68,"bereinigt"
"2023-01-18T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",213.02,"bereinigt"
"2023-01-18T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",948.1,"bereinigt"
"2023-01-18T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",2.74,"bereinigt"
"2023-01-18T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",1.36,"bereinigt"
"2023-01-18T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",169.78,"bereinigt"
"2023-01-18T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",945.73,"bereinigt"
"2023-01-18T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",2.34,"bereinigt"
"2023-01-19T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",-0.32,"bereinigt"
"2023-01-19T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0,"bereinigt"
"2023-01-19T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",957.8,"bereinigt"
"2023-01-19T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",75.61,"bereinigt"
"2023-01-19T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",1.11,"bereinigt"
"2023-01-19T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",-0.51,"bereinigt"
"2023-01-19T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",0,"bereinigt"
"2023-01-19T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",960.53,"bereinigt"
"2023-01-19T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",1.18,"bereinigt"
"2023-01-19T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",-0.52,"bereinigt"
"2023-01-19T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0,"bereinigt"
"2023-01-19T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",958.12,"bereinigt"
"2023-01-19T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",1.68,"bereinigt"
"2023-01-20T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",-1.63,"bereinigt"
"2023-01-20T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0.27,"bereinigt"
"2023-01-20T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",964.71,"bereinigt"
"2023-01-20T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",67.16,"bereinigt"
"2023-01-20T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",0.46,"bereinigt"
"2023-01-20T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",-1.86,"bereinigt"
"2023-01-20T00:00+0100","Zch_Schimmelstrasse","RainDur","d1","min",11,"bereinigt"
"2023-01-20T00:00+0100","Zch_Schimmelstrasse","p","d1","hPa",967.59,"bereinigt"
"2023-01-20T00:00+0100","Zch_Schimmelstrasse","T_max_h1","d1","°C",0.51,"bereinigt"
"2023-01-20T00:00+0100","Zch_Rosengartenstrasse","T","d1","°C",-1.94,"bereinigt"
"2023-01-20T00:00+0100","Zch_Rosengartenstrasse","RainDur","d1","min",0.12,"bereinigt"
"2023-01-20T00:00+0100","Zch_Rosengartenstrasse","p","d1","hPa",965.14,"bereinigt"
"2023-01-20T00:00+0100","Zch_Rosengartenstrasse","T_max_h1","d1","°C",0.76,"bereinigt"
"2023-01-21T00:00+0100","Zch_Stampfenbachstrasse","T","d1","°C",-2.09,"bereinigt"
"2023-01-21T00:00+0100","Zch_Stampfenbachstrasse","RainDur","d1","min",0.65,"bereinigt"
"2023-01-21T00:00+0100","Zch_Stampfenbachstrasse","p","d1","hPa",970.2,"bereinigt"
"2023-01-21T00:00+0100","Zch_Stampfenbachstrasse","StrGlo","d1","W/m2",45.79,"bereinigt"
"2023-01-21T00:00+0100","Zch_Stampfenbachstrasse","T_max_h1","d1","°C",-0.64,"bereinigt"
"2023-01-21T00:00+0100","Zch_Schimmelstrasse","T","d1","°C",-2.38,"bereinigt"
