,Datum,Average_Temperature,Max_Temperature,Total_Rain_Duration,Average_Pressure,Average_Global_Radiation,Cloudiness,Moon Phase (%),IsVacationAargau,IsVacationZug,IsVacationSchwyz,IsVacationSt_gallen,IsVacationThurgau,IsVacationSchaffhausen,publicHolidayAargau,publicHolidayZug,publicHolidaySchwyz,publicHolidayStGallen,publicHolidayThurgau,publicHolidaySchaffhausen,publicHolidayZurich,Date_Occurrences,Weekday,Aargau_Week_After_Holiday,Aargau_First_Week_of_Holiday,Zug_Week_After_Holiday,Zug_First_Week_of_Holiday,Schwyz_Week_After_Holiday,Schwyz_First_Week_of_Holiday,St_gallen_Week_After_Holiday,St_gallen_First_Week_of_Holiday,Schaffhausen_Week_After_Holiday,Schaffhausen_First_Week_of_Holiday,Thurgau_Week_After_Holiday,Thurgau_First_Week_of_Holiday,Zurich_Week_After_Holiday,Zurich_First_Week_of_Holiday,Average_Temperature_5day_mean,Max_Temperature_5day_mean,Total_Rain_Duration_5day_mean,Average_Pressure_5day_mean,Average_Global_Radiation_5day_mean,Cloudiness_5day_mean
1109,2022-01-14,0.5266666666666667,4.083333333333333,0.0,984.1133333333332,80.99,0.6396700000000001,86.29486846923828,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4853333333333325,3.022666666666665,147.16600000000008,975.098,53.09399999999998,0.6489686666666666
1110,2022-01-15,0.1633333333333333,2.6133333333333333,0.0,976.7733333333332,77.67,0.6407766666666667,92.05168151855467,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.909999999999999,2.8653333333333317,40.26600000000007,980.7646666666666,59.91399999999997,0.6466953333333333
1111,2022-01-16,0.7233333333333333,3.71,0.1266666666666666,977.94,73.98,0.6420066666666666,96.338623046875,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5439999999999993,2.7166666666666655,0.0,982.4226666666666,67.43799999999997,0.6441873333333333
1112,2022-01-17,3.9166666666666665,6.22,0.7999999999999999,984.0833333333334,74.95,0.6416833333333334,98.98756408691406,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2413333333333326,2.7146666666666652,0.02533333333340153,982.2279999999998,74.04199999999999,0.641986
1113,2022-01-18,2.956666666666667,4.83,0.0,983.7466666666666,38.34,0.6538866666666666,99.86019897460938,0,0,0,0,0,0,0,0,0,0,0,0,0,12,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9473333333333326,3.677333333333332,0.18533333333340152,982.0600000000001,75.30799999999998,0.641564
1114,2022-01-19,2.936666666666667,4.286666666666666,0.0,978.1066666666666,66.55,0.6444833333333334,98.86170959472656,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6573333333333327,4.2913333333333314,0.18533333333340152,981.3313333333333,69.18599999999998,0.6436046666666666
1115,2022-01-20,3.0,4.086666666666667,133.17666666666665,976.95,22.46,0.65918,95.9538116455078,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1393333333333326,4.331999999999999,0.18533333333340152,980.1299999999999,66.29799999999997,0.6445673333333334
1116,2022-01-21,1.5,2.9633333333333334,0.0,981.4733333333334,82.13,0.63929,91.16497039794922,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.706666666666666,4.626666666666665,26.82066666666673,980.1653333333331,55.25599999999997,0.6482479999999999
1117,2022-01-22,1.7333333333333334,4.463333333333334,0.0,982.9233333333332,59.32,0.6468933333333333,84.59681701660156,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.861999999999999,4.477333333333332,26.7953333333334,980.8720000000001,56.88599999999998,0.6477046666666666
1118,2022-01-23,2.126666666666667,5.1933333333333325,0.0,982.02,56.61,0.6477966666666667,76.42797088623047,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4253333333333327,4.1259999999999994,26.6353333333334,980.64,53.75999999999998,0.6487466666666666
1119,2022-01-24,1.4966666666666668,2.29,0.0,981.5933333333332,26.18,0.65794,66.91757202148438,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2593333333333327,4.198666666666665,26.6353333333334,980.2946666666667,57.41399999999997,0.6475286666666666
1120,2022-01-25,1.656666666666667,4.696666666666666,0.0,981.9566666666666,77.42,0.64086,56.41053771972656,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9713333333333327,3.7993333333333323,26.6353333333334,980.9919999999998,49.339999999999975,0.65022
1121,2022-01-26,0.6933333333333334,4.886666666666667,0.0,980.76,94.77,0.6350766666666666,45.3442611694336,0,0,0,0,0,0,0,0,0,0,0,0,0,13,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.702666666666666,3.921333333333332,0.0,981.9933333333332,60.33199999999997,0.646556
1122,2022-01-27,0.22,4.58,106.12666666666668,979.4166666666666,87.17,0.63761,34.25221252441406,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5413333333333328,4.305999999999998,0.0,981.8506666666666,62.85999999999998,0.6457133333333334
1123,2022-01-28,3.64,6.476666666666667,26.133333333333336,983.94,89.02,0.6369933333333333,23.75425720214844,0,0,0,0,0,0,0,0,0,0,0,0,0,11,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2386666666666661,4.329333333333332,21.225333333333403,981.1493333333332,68.42999999999998,0.6438566666666666
1124,2022-01-29,4.543333333333333,8.846666666666666,0.0,981.7566666666668,87.83,0.63739,14.521056175231934,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Saturday,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.5413333333333328,4.5859999999999985,26.452000000000073,981.5333333333332,74.91199999999998,0.6416959999999999
1125,2022-01-30,6.830000000000001,9.126666666666669,0.0,978.2233333333334,60.82,0.6463933333333333,7.204414367675781,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sunday,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.150666666666666,5.897333333333331,26.452000000000073,981.566,87.24199999999998,0.637586
1126,2022-01-31,3.703333333333333,5.03,360.2333333333333,967.52,30.2,0.6566,2.340537071228028,0,0,0,0,1,1,0,0,0,0,0,0,0,12,Monday,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3.1853333333333333,6.783333333333331,26.452000000000073,980.8193333333335,83.92199999999997,0.6386926666666667
1127,2022-02-01,2.4433333333333334,3.86,364.88,972.2433333333332,25.25,0.65825,0.2535635828971863,0,0,0,0,1,1,0,0,0,0,0,0,0,11,Tuesday,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3.7873333333333328,6.811999999999999,98.49866666666674,978.1713333333333,71.00799999999997,0.6429973333333333
1128,2022-02-02,6.386666666666667,7.55,405.5466666666667,971.9066666666668,12.72,0.6624266666666667,0.9978979825973512,0,0,0,0,1,1,0,0,0,0,0,0,0,13,Wednesday,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4.231999999999999,6.6679999999999975,150.24933333333337,976.7366666666667,58.62399999999998,0.6471253333333333
1129,2022-02-03,6.919999999999999,9.1,0.0,970.02,65.29,0.6449033333333333,4.365458488464356,0,0,0,0,1,1,0,0,0,0,0,0,0,14,Thursday,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4.7813333333333325,6.882666666666665,226.13200000000006,974.3299999999999,43.363999999999976,0.652212
1130,2022-02-04,6.223333333333334,7.813333333333333,30.956666666666667,967.47,72.19,0.6426033333333333,9.953042030334473,0,0,0,0,1,1,0,0,0,0,0,0,0,12,Friday,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5.256666666666666,6.933333333333332,226.13200000000006,971.9826666666668,38.85599999999998,0.6537146666666666
1131,2022-02-05,5.1066666666666665,7.716666666666666,77.14,974.02,113.04,0.6289866666666667,17.258068084716797,0,1,0,0,1,1,0,0,0,0,0,0,0,3,Saturday,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5.135333333333333,6.670666666666665,232.3233333333334,969.832,41.12999999999998,0.6529566666666666
1132,2022-02-06,5.123333333333334,7.473333333333334,121.89666666666666,969.6966666666668,53.35,0.6488833333333334,25.76604652404785,0,1,0,0,1,1,0,0,0,0,0,0,0,1,Sunday,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5.415999999999999,7.207999999999998,175.70466666666672,971.132,57.69799999999998,0.647434
1133,2022-02-07,4.753333333333333,7.453333333333333,225.97333333333333,973.7133333333333,86.35,0.6378833333333334,35.00767517089844,0,1,0,0,0,1,0,0,0,0,0,0,0,8,Monday,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5.952,7.9306666666666645,127.10800000000006,970.6226666666668,63.31799999999997,0.6455606666666667
1134,2022-02-08,4.416666666666667,8.876666666666667,0.0,982.6766666666666,116.48,0.62784,44.58221054077149,0,1,0,0,0,1,0,0,0,0,0,0,0,8,Tuesday,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5.625333333333333,7.9113333333333316,91.1933333333334,970.984,78.04399999999998,0.640652
1135,2022-02-09,4.713333333333334,10.806666666666668,0.0,979.0133333333332,122.27,0.6259100000000001,54.15545654296875,0,1,0,0,0,1,0,0,0,0,0,0,0,10,Wednesday,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5.124666666666665,7.866666666666665,91.1933333333334,973.5153333333334,88.28199999999998,0.6372393333333333
1136,2022-02-10,6.816666666666666,12.22,32.28333333333333,974.45,119.08,0.6269733333333334,63.44375228881836,0,1,0,0,0,1,0,0,0,0,0,0,0,9,Thursday,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4.822666666666666,8.465333333333332,85.00200000000007,975.824,98.29799999999997,0.6339006666666667
1137,2022-02-11,5.523333333333333,7.399999999999999,483.26666666666665,978.23,85.55,0.63815,72.19344329833984,0,1,0,0,0,1,0,0,0,0,0,0,0,12,Friday,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5.164666666666666,9.365999999999998,76.03066666666673,975.9100000000001,99.50599999999997,0.633498
1138,2022-02-12,2.3466666666666667,5.6433333333333335,0.0,977.6233333333332,128.76,0.6237466666666667,80.16221618652344,0,1,0,0,0,1,0,0,0,0,0,0,0,2,Saturday,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.2446666666666655,9.351333333333333,148.30466666666672,977.6166666666666,105.94599999999998,0.6313513333333334
1139,2022-02-13,4.43,9.876666666666669,0.0,969.4,129.33,0.6235566666666666,87.1062240600586,0,1,0,0,0,1,0,0,0,0,0,0,0,2,Sunday,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.763333333333334,8.989333333333333,103.11000000000004,978.3986666666666,114.42799999999997,0.6285240000000001
1140,2022-02-14,4.816666666666666,9.51,154.8,960.6533333333332,64.24,0.6452533333333333,92.77555084228516,0,1,0,0,0,0,0,0,0,0,0,0,0,7,Monday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.766,9.189333333333332,103.11000000000004,975.7433333333332,116.99799999999998,0.6276673333333334
1141,2022-02-15,5.56,7.503333333333334,263.62666666666667,965.92,51.92,0.64936,96.91942596435548,0,1,0,0,0,0,0,0,0,0,0,0,0,16,Tuesday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.786666666666666,8.929999999999998,134.07000000000005,972.0713333333333,105.39199999999998,0.631536
1142,2022-02-16,5.989999999999999,9.116666666666667,444.46333333333337,964.0633333333334,29.31,0.6568966666666667,99.30127716064452,0,1,0,0,0,0,0,0,0,0,0,0,0,6,Wednesday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.535333333333332,7.986666666666666,180.3386666666667,970.3653333333332,91.95999999999998,0.6360133333333333
1143,2022-02-17,11.36,13.696666666666667,123.33333333333331,964.35,69.95,0.64335,99.72190856933594,0,1,0,0,0,0,0,0,0,0,0,0,0,14,Thursday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.628666666666666,8.33,172.57800000000006,967.5319999999999,80.71199999999997,0.6397626666666667
1144,2022-02-18,10.83,15.656666666666666,83.02333333333333,962.8166666666666,66.12,0.6446266666666667,98.04688262939452,0,1,0,0,0,0,0,0,0,0,0,0,0,5,Friday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.431333333333332,9.940666666666665,197.24466666666672,964.8773333333335,68.94999999999997,0.6436833333333334
1145,2022-02-19,6.223333333333334,8.32,278.00666666666666,969.6866666666666,74.04,0.6419866666666666,94.23248291015624,0,1,0,0,0,0,0,0,0,0,0,0,0,4,Saturday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.711333333333331,11.096666666666666,213.8493333333334,963.5606666666666,56.30799999999998,0.6478973333333333
1146,2022-02-20,8.246666666666666,11.273333333333332,12.71,969.8533333333334,116.45,0.62785,88.34479522705078,0,1,0,0,0,0,0,0,0,0,0,0,0,3,Sunday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.992666666666667,10.858666666666666,238.49066666666673,965.3673333333334,58.26799999999999,0.647244
1147,2022-02-21,6.336666666666666,10.066666666666666,457.61,962.98,65.09,0.6449699999999999,80.56842803955078,0,0,0,0,0,0,0,0,0,0,0,0,0,15,Monday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.529999999999998,11.612666666666666,188.30733333333336,966.1540000000001,71.17399999999998,0.642942
1148,2022-02-22,6.716666666666666,9.183333333333334,265.02333333333337,973.6566666666668,85.56,0.6381466666666666,71.20490264892578,0,0,0,0,0,0,0,0,0,0,0,0,0,17,Tuesday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.59933333333333,11.802666666666664,190.93666666666672,965.9373333333333,78.32999999999998,0.6405566666666667
1149,2022-02-23,8.64,11.513333333333334,56.05,975.41,114.13,0.6286233333333334,60.66324615478516,0,0,0,0,0,0,0,0,0,0,0,0,0,11,Wednesday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.6706666666666665,10.899999999999999,219.27466666666675,967.7986666666668,81.45199999999998,0.639516
1150,2022-02-24,7.95,11.339999999999998,14.833333333333334,968.8633333333332,111.89,0.62937,49.445613861083984,0,0,0,0,0,0,0,0,0,0,0,0,0,16,Thursday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.232666666666665,10.071333333333332,213.88000000000005,970.3173333333334,91.05399999999999,0.6363153333333333
1151,2022-02-25,4.676666666666667,7.359999999999999,234.05666666666664,975.7833333333332,122.39,0.62587,38.1282958984375,0,0,0,0,0,0,0,0,0,0,0,0,0,12,Friday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.5779999999999985,10.675333333333331,161.24533333333338,970.1526666666666,98.62399999999998,0.6337919999999999
1152,2022-02-26,3.303333333333333,6.546666666666667,91.19333333333334,980.1066666666666,145.6,0.6181333333333333,27.33473014831543,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Saturday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.863999999999999,9.892666666666665,205.51466666666676,971.3386666666665,99.81199999999998,0.633396
1153,2022-02-27,3.073333333333333,7.306666666666666,0.0,977.0466666666666,164.89,0.6117033333333334,17.695241928100586,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Sunday,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.2573333333333325,9.188666666666666,132.2313333333334,974.7639999999999,115.91399999999999,0.6280286666666667
1154,2022-02-28,3.41,8.043333333333335,0.0,978.4366666666666,163.33,0.6122233333333333,9.791229248046877,0,0,1,0,0,0,0,0,0,0,0,0,0,11,Monday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.528666666666666,8.81333333333333,79.22666666666672,975.4419999999998,131.77999999999997,0.6227400000000001
1155,2022-03-01,3.633333333333333,8.65,0.0,976.3366666666668,165.09,0.6116366666666667,4.089682102203369,0,0,1,0,0,0,0,0,0,0,0,0,0,13,Tuesday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.482666666666666,8.119333333333334,68.01666666666672,976.0473333333333,141.61999999999998,0.61946
1156,2022-03-02,4.873333333333334,10.516666666666667,0.0,971.63,128.33,0.62389,0.8838117718696594,0,0,1,0,0,0,0,0,0,0,0,0,0,10,Wednesday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.6193333333333326,7.5813333333333315,65.05000000000005,977.542,152.26,0.6159133333333333
1157,2022-03-03,7.166666666666667,12.593333333333334,0.0,966.23,163.65,0.6121166666666666,0.2597742974758148,0,0,1,0,0,0,0,0,0,0,0,0,0,12,Thursday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.658666666666666,8.212666666666665,18.238666666666724,976.7113333333333,153.44799999999998,0.6155173333333334
1158,2022-03-04,5.026666666666666,8.713333333333333,0.0,966.54,175.86,0.6080466666666666,2.102485179901123,0,0,1,0,0,0,0,0,0,0,0,0,0,6,Friday,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.431333333333333,9.421999999999999,0.0,973.936,157.058,0.614314
1159,2022-03-05,2.856666666666667,6.726666666666667,0.0,967.22,177.39,0.6075366666666667,6.138138294219971,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.821999999999999,9.703333333333331,0.0,971.8346666666666,159.252,0.6135826666666666
1160,2022-03-06,1.6833333333333331,5.226666666666667,0.0,968.2033333333331,164.75,0.61175,11.996939659118652,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.711333333333332,9.44,0.0,969.5913333333334,162.064,0.6126453333333334
1161,2022-03-07,1.61,5.336666666666666,0.0,969.6866666666666,177.71,0.60743,19.275144577026367,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Monday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.321333333333333,8.755333333333331,0.0,967.9646666666665,161.996,0.612668
1162,2022-03-08,1.7933333333333332,6.96,0.0,970.0066666666668,176.57,0.6078100000000001,27.58112525939941,0,0,0,0,0,0,0,0,0,0,0,0,0,16,Tuesday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.6686666666666654,7.719333333333331,0.0,967.5759999999998,171.87199999999999,0.6093759999999999
1163,2022-03-09,5.1066666666666665,12.283333333333331,0.0,972.7466666666666,179.34,0.6068866666666667,36.55983352661133,0,0,0,0,0,0,0,0,0,0,0,0,0,13,Wednesday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.5939999999999994,6.5926666666666645,0.0,968.3313333333333,174.45599999999996,0.6085146666666666
1164,2022-03-10,6.696666666666666,13.483333333333334,0.0,972.22,189.19,0.6036033333333334,45.89775466918945,0,0,0,0,0,0,0,0,0,0,0,0,0,12,Thursday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.6099999999999994,7.306666666666665,0.0,969.5726666666667,175.15199999999996,0.6082826666666666
1165,2022-03-11,7.326666666666667,13.153333333333334,0.0,967.5066666666668,166.31,0.61123,55.314151763916016,0,0,0,0,0,0,0,0,0,0,0,0,0,16,Friday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.377999999999999,8.657999999999998,0.0,970.5726666666666,177.512,0.607496
1166,2022-03-12,9.163333333333334,13.589999999999998,0.0,967.76,160.04,0.61332,64.54483795166016,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.506666666666666,10.243333333333332,0.0,970.4333333333334,177.82399999999998,0.607392
1167,2022-03-13,10.06,16.456666666666667,0.0,965.2933333333334,189.57,0.6034766666666667,73.32389831542969,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.017333333333332,11.893999999999998,0.0,970.048,174.29,0.60857
1168,2022-03-14,10.586666666666666,14.52,106.72666666666667,975.9833333333332,196.38,0.6012066666666667,81.36788940429688,0,0,0,0,0,0,0,0,0,0,0,0,0,15,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6706666666666665,13.793333333333331,0.0,969.1053333333333,176.88999999999996,0.6077033333333334
1169,2022-03-15,8.64,9.79,303.36333333333334,975.2066666666666,24.54,0.6584866666666667,88.36682891845703,0,0,0,0,0,0,0,0,0,0,0,0,0,13,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.766666666666666,14.240666666666664,21.345333333333393,969.7526666666666,180.29799999999997,0.6065673333333333
1170,2022-03-16,10.456666666666669,15.143333333333333,0.0,972.48,116.66,0.62778,93.98629760742188,0,0,0,0,0,0,0,0,0,0,0,0,0,12,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.155333333333333,13.501999999999999,82.01800000000006,970.35,147.368,0.617544
1171,2022-03-17,10.61,15.086666666666666,0.0,975.0066666666668,132.67,0.6224433333333333,97.88421630859376,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.781333333333333,13.899999999999997,82.01800000000006,971.3446666666666,137.438,0.620854
1172,2022-03-18,9.15,11.42,252.58,982.0133333333332,60.26,0.64658,99.74358367919922,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.070666666666668,14.199333333333332,82.01800000000006,972.7939999999999,131.96399999999997,0.6226786666666666
1173,2022-03-19,8.643333333333333,12.446666666666667,0.0,980.0933333333332,197.89,0.6007033333333333,99.31773376464844,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.888666666666667,13.191999999999998,132.53400000000005,976.1379999999999,106.10199999999998,0.6312993333333333
1174,2022-03-20,9.53,16.253333333333334,0.0,977.6766666666668,202.49,0.59917,96.47883605957033,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,12.777333333333331,111.18866666666672,976.9599999999998,106.40399999999997,0.6311986666666667
1175,2022-03-21,10.256666666666668,15.926666666666668,0.0,979.76,186.1,0.6046333333333334,91.25621032714844,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.678,14.069999999999999,50.51600000000006,977.4540000000001,141.99399999999997,0.6193353333333333
1176,2022-03-22,10.3,16.57,0.0,979.4566666666666,215.14,0.5949533333333333,83.85269165039062,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.638,14.226666666666665,50.51600000000006,978.9100000000001,155.88199999999998,0.614706
1177,2022-03-23,10.916666666666666,18.1,0.0,978.4633333333333,220.11,0.5932966666666667,74.63385009765625,0,0,0,0,0,0,0,0,0,0,0,0,0,13,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.575999999999999,14.523333333333335,50.51600000000006,979.8,172.37599999999995,0.609208
1178,2022-03-24,11.6,18.546666666666667,0.0,976.4166666666666,220.44,0.5931866666666666,64.09501647949219,0,0,0,0,0,0,0,0,0,0,0,0,0,13,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.929333333333332,15.859333333333334,0.0,979.0899999999999,204.34599999999995,0.5985513333333332
1179,2022-03-25,12.456666666666663,18.726666666666667,0.0,974.94,217.65,0.5941166666666667,52.8164176940918,0,0,0,0,0,0,0,0,0,0,0,0,0,11,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.520666666666667,17.07933333333333,0.0,978.3546666666667,208.856,0.597048
1180,2022-03-26,13.196666666666664,19.093333333333334,0.0,975.0933333333332,217.94,0.59402,41.41703414916992,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.105999999999998,17.574,0.0,977.8073333333334,211.888,0.5960373333333333
1181,2022-03-27,13.473333333333334,19.54,0.0,976.1433333333332,228.67,0.5904433333333333,30.51246833801269,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.693999999999999,18.20733333333333,0.0,976.874,218.256,0.5939146666666667
1182,2022-03-28,13.293333333333331,20.266666666666666,0.0,972.3733333333332,222.8,0.5924,20.677051544189453,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.328666666666665,18.801333333333332,0.0,976.2113333333333,220.962,0.5930126666666667
1183,2022-03-29,13.823333333333332,18.433333333333334,0.0,961.29,137.81,0.62073,12.40822982788086,0,0,0,0,0,0,0,0,0,0,0,0,0,19,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.803999999999997,19.234666666666666,0.0,974.9933333333332,221.5,0.5928333333333333
1184,2022-03-30,11.316666666666668,13.866666666666667,561.7433333333333,952.6166666666668,88.08,0.6373066666666667,6.093526840209961,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.248666666666665,19.212,0.0,971.9680000000001,204.974,0.598342
1185,2022-03-31,8.786666666666667,11.113333333333337,331.5933333333333,946.5133333333332,57.03,0.6476566666666667,1.9842557907104488,0,0,0,0,0,0,0,0,0,0,0,0,0,16,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.020666666666665,18.24,112.34866666666672,967.5033333333333,179.05999999999997,0.6069800000000001
1186,2022-04-01,3.41,6.1066666666666665,1262.8133333333333,949.7833333333334,29.54,0.6568200000000001,0.1826317310333252,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.138666666666667,16.644,178.66733333333337,961.7873333333333,146.878,0.6177073333333334
1187,2022-04-02,1.02,1.88,522.7733333333334,958.4633333333333,50.83,0.6497233333333333,0.6472938060760498,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.126,13.957333333333333,431.23,956.5153333333334,107.05199999999998,0.6309826666666667
1188,2022-04-03,1.6833333333333331,3.44,0.5166666666666666,968.1066666666666,122.36,0.62588,3.2170631885528564,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.671333333333332,10.28,535.7846666666667,953.7333333333333,72.65799999999999,0.6424473333333334
1189,2022-04-04,4.329999999999999,8.28,0.0,967.91,226.96,0.5910133333333333,7.646819591522217,0,0,0,0,1,0,0,0,0,0,0,0,0,11,Monday,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.243333333333332,7.281333333333333,535.888,955.0966666666667,69.56799999999998,0.6434773333333333
1190,2022-04-05,8.033333333333333,10.93,48.9,964.1266666666668,104.06,0.63198,13.646092414855955,0,0,0,0,1,0,0,0,0,0,0,0,0,11,Tuesday,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.845999999999999,6.163999999999999,423.53933333333333,958.1553333333334,97.34399999999998,0.6342186666666667
1191,2022-04-06,11.826666666666666,17.046666666666667,2.3633333333333333,958.5133333333332,206.3,0.5979,20.91162872314453,0,0,0,0,1,0,0,0,0,0,0,0,0,12,Wednesday,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.695333333333332,6.127333333333331,367.0006666666667,961.6780000000001,106.74999999999997,0.6310833333333333
