,Datum,Average_Temperature,Max_Temperature,Total_Rain_Duration,Average_Pressure,Average_Global_Radiation,Cloudiness,Moon Phase (%),IsVacationAargau,IsVacationZug,IsVacationSchwyz,IsVacationSt_gallen,IsVacationThurgau,IsVacationSchaffhausen,publicHolidayAargau,publicHolidayZug,publicHolidaySchwyz,publicHolidayStGallen,publicHolidayThurgau,publicHolidaySchaffhausen,publicHolidayZurich,Date_Occurrences,Weekday,Aargau_Week_After_Holiday,Aargau_First_Week_of_Holiday,Zug_Week_After_Holiday,Zug_First_Week_of_Holiday,Schwyz_Week_After_Holiday,Schwyz_First_Week_of_Holiday,St_gallen_Week_After_Holiday,St_gallen_First_Week_of_Holiday,Schaffhausen_Week_After_Holiday,Schaffhausen_First_Week_of_Holiday,Thurgau_Week_After_Holiday,Thurgau_First_Week_of_Holiday,Zurich_Week_After_Holiday,Zurich_First_Week_of_Holiday,Average_Temperature_5day_mean,Max_Temperature_5day_mean,Total_Rain_Duration_5day_mean,Average_Pressure_5day_mean,Average_Global_Radiation_5day_mean,Cloudiness_5day_mean
559,2020-07-13,20.3,25.106666666666666,0.0,970.55,339.78,0.5534066666666667,49.92848205566406,0,1,1,1,1,1,0,0,0,0,0,0,0,12,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.499999999999996,26.588,104.01199999999999,969.408,291.502,0.5694993333333332
560,2020-07-14,21.56,26.646666666666665,0.0,965.9,325.66,0.5581133333333334,40.47067642211914,0,1,1,1,1,1,0,0,0,0,0,0,0,6,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.274666666666665,26.101333333333333,104.01199999999999,969.742,290.53000000000003,0.5698233333333332
561,2020-07-15,18.91333333333333,21.633333333333336,122.6,965.79,112.64,0.62912,31.274770736694336,0,1,1,1,1,1,0,0,0,0,0,0,0,12,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.730666666666668,25.286666666666665,104.01199999999999,969.4153333333334,292.294,0.5692353333333333
562,2020-07-16,16.623333333333335,18.58,439.3466666666666,969.5766666666668,58.45,0.6471833333333333,22.63677215576172,0,1,1,1,1,1,0,0,0,0,0,0,0,18,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.631999999999998,23.541999999999998,90.47466666666666,969.4799999999999,252.814,0.5823953333333334
563,2020-07-17,17.486666666666668,19.97,249.06,970.0866666666668,127.49,0.62417,14.885818481445312,0,1,1,1,1,1,0,0,0,0,0,0,0,9,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.338,23.188666666666666,112.38933333333333,969.0506666666666,237.26399999999998,0.5875786666666667
564,2020-07-18,19.566666666666663,24.243333333333336,0.04,969.4133333333332,339.01,0.5536633333333333,8.386281967163086,0,1,1,1,1,1,0,0,0,0,0,0,0,1,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.976666666666667,22.387333333333334,162.20133333333334,968.3806666666667,192.804,0.6023986666666667
565,2020-07-19,21.48,27.39,0.0,967.4166666666666,332.77,0.5557433333333334,3.524291515350342,0,1,1,1,1,1,0,0,0,0,0,0,0,2,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.830000000000002,22.214666666666666,162.20933333333332,968.1533333333333,192.65,0.60245
566,2020-07-20,23.71666666666667,29.993333333333336,0.0,967.8,329.74,0.5567533333333333,0.6750516295433044,1,1,1,1,1,1,0,0,0,0,0,0,0,9,Monday,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18.814,22.363333333333337,162.20933333333332,968.4566666666667,194.07199999999997,0.601976
567,2020-07-21,23.406666666666663,27.14,0.2766666666666666,970.3333333333334,216.8,0.5943999999999999,0.1523797363042831,1,1,1,1,1,1,0,0,0,0,0,0,0,8,Tuesday,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19.77466666666667,24.035333333333334,137.6893333333333,968.8586666666666,237.49200000000002,0.5875026666666666
568,2020-07-22,23.67333333333333,27.72666666666667,0.0766666666666666,969.85,239.18,0.58694,2.1495823860168457,1,1,1,1,1,1,0,0,0,0,0,0,0,9,Wednesday,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21.131333333333334,25.747333333333337,49.87533333333333,969.01,269.162,0.5769460000000001
569,2020-07-23,24.116666666666664,28.33,5.196666666666666,966.4566666666666,282.18,0.5726066666666667,6.687915325164795,1,1,1,1,1,1,0,0,0,0,0,0,0,15,Thursday,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22.368666666666662,27.29866666666667,0.07866666666666663,968.9626666666666,291.5,0.5694999999999999
570,2020-07-24,20.113333333333333,23.296666666666667,137.57666666666668,965.3233333333334,144.04,0.6186533333333334,13.590093612670898,1,1,1,1,1,1,0,0,0,0,0,0,0,10,Friday,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23.278666666666666,28.116000000000003,1.1099999999999999,968.3713333333333,280.134,0.5732886666666667
571,2020-07-25,22.51,27.926666666666662,0.0,965.2999999999998,309.97,0.5633433333333333,22.488718032836918,1,1,1,1,1,1,0,0,0,0,0,0,0,3,Saturday,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23.005333333333333,27.297333333333334,28.625333333333337,967.9526666666667,242.388,0.5858706666666667
572,2020-07-26,22.65,26.656666666666663,52.38333333333333,965.7533333333334,247.1,0.5842999999999999,32.86630630493164,1,1,1,1,1,1,0,0,0,0,0,0,0,4,Sunday,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22.764,26.883999999999997,28.625333333333337,967.4526666666667,238.43400000000003,0.5871886666666667
573,2020-07-27,24.61,31.076666666666668,0.0,966.7366666666668,322.22,0.55926,44.11294937133789,1,1,1,1,1,1,0,0,0,0,0,0,0,5,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.612666666666666,26.787333333333333,39.04666666666667,966.5366666666666,244.494,0.5851686666666666
574,2020-07-28,26.096666666666668,31.113333333333333,19.81,965.63,246.95,0.58435,55.585445404052734,1,1,1,1,1,1,0,0,0,0,0,0,0,9,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8,27.45733333333333,39.031333333333336,965.914,261.102,0.5796326666666667
575,2020-07-29,24.26,28.44666666666667,0.0,969.3233333333334,289.19,0.5702699999999999,66.657470703125,1,1,1,1,1,1,0,0,0,0,0,0,0,10,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.196,28.014,41.954,965.7486666666667,254.05599999999998,0.5819813333333334
576,2020-07-30,25.516666666666666,31.81,0.0,969.27,308.34,0.5638866666666668,76.75830078125,1,1,1,1,1,1,0,0,0,0,0,0,0,5,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.025333333333332,29.044,14.438666666666666,966.5486666666668,283.086,0.5723046666666666
577,2020-07-31,28.17,34.7,0.0,967.4266666666666,297.53,0.5674899999999999,85.40241241455078,1,1,1,1,1,1,0,0,0,0,0,0,0,9,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.626666666666665,29.820666666666664,14.438666666666666,967.3426666666667,282.76,0.5724133333333333
578,2020-08-01,26.65,30.516666666666666,48.01,966.4366666666666,190.53,0.6031566666666667,92.21263122558594,1,1,1,1,1,1,0,0,0,0,0,0,1,3,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.730666666666668,31.429333333333336,3.9619999999999997,967.6773333333334,292.846,0.5690513333333332
579,2020-08-02,21.07333333333333,24.77,272.3233333333333,966.1266666666668,131.67,0.6227766666666666,96.93668365478516,1,1,1,1,1,1,0,0,0,0,0,0,0,2,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.138666666666666,31.317333333333334,13.563999999999998,967.6173333333334,266.5079999999999,0.5778306666666667
580,2020-08-03,17.19333333333333,19.793333333333333,605.34,963.2733333333334,62.5,0.6458333333333334,99.45436096191406,1,1,1,1,1,1,0,0,0,0,0,0,0,12,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.133999999999997,30.04866666666667,64.06666666666666,967.7166666666668,243.452,0.5855159999999999
581,2020-08-04,15.003333333333332,16.56,551.3166666666666,966.8533333333334,88.72,0.6370933333333334,99.77227020263672,1,1,1,1,1,1,0,0,0,0,0,0,0,9,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.720666666666666,28.318,185.13466666666667,966.5066666666665,198.11399999999998,0.6006286666666667
582,2020-08-05,17.866666666666667,23.166666666666668,0.0,968.5733333333334,299.19,0.5669366666666666,98.00570678710938,1,1,1,1,1,1,0,0,0,0,0,0,0,17,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.618000000000002,25.268,295.39799999999997,966.0233333333333,154.19,0.61527
583,2020-08-06,20.92,26.46,0.0,969.8133333333334,307.43,0.56419,94.3508758544922,1,1,1,1,1,1,0,0,0,0,0,0,0,12,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.557333333333332,22.961333333333336,295.39799999999997,966.2526666666666,154.522,0.6151593333333334
584,2020-08-07,23.67,29.566666666666663,0.0,970.34,299.8,0.5667333333333333,89.05374908447266,1,1,1,1,1,1,0,0,0,0,0,0,0,6,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.411333333333335,22.15,285.796,966.9280000000001,177.902,0.6073660000000001
585,2020-08-08,24.666666666666668,29.883333333333336,0.0,970.8833333333332,298.43,0.56719,82.38198852539062,0,1,1,1,1,1,0,0,0,0,0,0,0,4,Saturday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18.930666666666667,23.109333333333332,231.33133333333336,967.7706666666667,211.52799999999996,0.5961573333333334
586,2020-08-09,24.916666666666668,30.51,0.0,968.5033333333334,296.25,0.5679166666666666,74.60496520996094,0,1,1,1,1,0,0,0,0,0,0,0,0,0,Sunday,1,0,0,0,0,0,0,0,1,0,0,0,0,0,20.425333333333334,25.127333333333333,110.26333333333329,969.2926666666666,258.714,0.5804286666666666
587,2020-08-10,25.19666666666667,31.756666666666664,0.0,965.9066666666668,254.55,0.5818166666666666,65.98418426513672,0,1,1,0,0,0,0,0,0,0,0,0,0,8,Monday,1,0,0,0,0,0,1,0,1,0,1,0,0,0,22.408,27.917333333333335,0.0,969.6226666666665,300.21999999999997,0.5665933333333333
588,2020-08-11,26.046666666666667,32.083333333333336,24.01333333333333,967.0566666666668,279.64,0.5734533333333333,56.77417755126953,0,1,1,0,0,0,0,0,0,0,0,0,0,12,Tuesday,1,0,0,0,0,0,1,0,1,0,1,0,0,0,23.874000000000002,29.635333333333335,0.0,969.0893333333333,291.292,0.5695693333333333
589,2020-08-12,26.33,32.09,13.256666666666666,966.43,253.13,0.58229,47.2322883605957,0,1,1,0,0,0,0,0,0,0,0,0,0,9,Wednesday,1,0,0,0,0,0,1,0,1,0,1,0,0,0,24.899333333333338,30.76,4.802666666666643,968.5380000000001,285.73400000000004,0.571422
590,2020-08-13,23.576666666666668,27.156666666666663,65.75666666666667,966.61,132.7,0.6224333333333333,37.6350212097168,0,1,1,0,0,0,0,0,0,0,0,0,0,12,Thursday,1,0,0,0,0,0,1,0,1,0,1,0,0,0,25.431333333333335,31.264666666666663,7.453999999999977,967.7560000000001,276.4,0.5745333333333333
591,2020-08-14,22.21333333333333,25.406666666666663,21.883333333333336,966.9066666666666,163.16,0.61228,28.297195434570312,0,1,1,0,0,0,0,0,0,0,0,0,0,10,Friday,1,0,0,0,0,0,1,0,1,0,1,0,0,0,25.213333333333335,30.71933333333333,20.605333333333313,966.9013333333335,243.254,0.5855819999999999
592,2020-08-15,23.273333333333337,28.366666666666664,0.0,965.55,263.52,0.5788266666666667,19.588781356811523,0,1,1,0,0,0,1,1,1,0,0,0,0,1,Saturday,0,0,0,0,0,0,1,0,1,0,1,0,0,0,24.672666666666665,29.698666666666668,24.981999999999978,966.582,216.63600000000002,0.5944546666666667
593,2020-08-16,24.223333333333333,30.07333333333333,58.96666666666667,962.3233333333334,262.54,0.5791533333333333,11.941812515258787,0,1,1,0,0,0,0,0,0,0,0,0,0,7,Sunday,0,0,0,0,0,0,1,0,0,0,1,0,0,0,24.288,29.020666666666664,24.981999999999978,966.5106666666667,218.42999999999998,0.5938566666666667
594,2020-08-17,20.55,24.576666666666668,343.5,963.9433333333332,187.54,0.6041533333333333,5.837803840637207,0,0,0,0,0,0,0,0,0,0,0,0,0,12,Monday,0,0,1,0,1,0,0,0,0,0,0,0,0,0,23.923333333333332,28.618666666666666,31.972666666666647,965.564,215.01,0.5949966666666666
595,2020-08-18,20.776666666666667,24.756666666666664,62.32666666666666,964.6133333333332,193.05,0.6023166666666667,1.766978740692139,0,0,0,0,0,0,0,0,0,0,0,0,0,18,Tuesday,0,0,1,0,1,0,0,0,0,0,0,0,0,0,22.767333333333333,27.115999999999996,98.02133333333332,965.0666666666666,201.892,0.5993693333333333
596,2020-08-19,21.97666666666667,26.536666666666665,0.0,962.8333333333334,236.98,0.5876733333333334,0.1578146070241928,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Wednesday,0,0,1,0,1,0,0,0,0,0,0,0,0,0,22.20733333333333,26.635999999999996,97.33533333333331,964.6673333333332,213.962,0.5953459999999999
597,2020-08-20,26.11,32.126666666666665,2.203333333333333,962.3633333333332,269.92,0.5766933333333334,1.289538860321045,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Thursday,0,0,1,0,1,0,0,0,0,0,0,0,0,0,22.160000000000004,26.861999999999995,92.95866666666664,963.8526666666667,228.72599999999997,0.5904246666666667
598,2020-08-21,27.25,33.35333333333333,0.0,964.5766666666668,270.32,0.5765600000000001,5.215393543243408,0,0,0,0,0,0,0,0,0,0,0,0,0,15,Friday,0,0,1,0,1,0,0,0,0,0,0,0,0,0,22.727333333333334,27.613999999999997,93.39933333333332,963.2153333333333,230.006,0.5899979999999999
599,2020-08-22,21.82,24.96333333333333,196.03333333333333,970.1566666666668,89.37,0.6368766666666666,11.72849464416504,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Saturday,0,0,1,0,1,0,0,0,0,0,0,0,0,0,23.332666666666668,28.27,81.60599999999997,963.6659999999999,231.56199999999998,0.5894793333333334
600,2020-08-23,20.776666666666667,23.433333333333334,0.0,970.4133333333332,159.41,0.61353,20.386926651000977,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Sunday,0,0,1,0,1,0,0,0,0,0,0,0,0,0,23.586666666666666,28.347333333333335,52.11266666666664,964.9086666666668,211.92799999999997,0.5960240000000001
601,2020-08-24,19.98,23.386666666666667,0.0,968.7833333333332,221.63,0.59279,30.587730407714844,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.586666666666666,28.082666666666665,39.647333333333314,966.0686666666667,205.2,0.5982666666666667
602,2020-08-25,20.62333333333333,25.680000000000003,0.0233333333333333,965.4833333333332,227.96,0.59068,41.65949630737305,0,0,0,0,0,0,0,0,0,0,0,0,0,15,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.187333333333335,27.452666666666666,39.647333333333314,967.2586666666666,202.12999999999997,0.5992900000000001
603,2020-08-26,23.85,27.36,0.0,966.9433333333332,239.29,0.5869033333333333,52.94303131103516,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.09,26.163333333333334,39.211333333333314,967.8826666666666,193.73799999999997,0.6020873333333334
604,2020-08-27,20.51333333333333,25.10333333333333,0.0,967.1533333333332,223.86,0.5920466666666667,63.84419631958008,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.41,24.964666666666666,39.211333333333314,968.356,187.53199999999998,0.604156
605,2020-08-28,19.356666666666666,24.396666666666665,462.2533333333333,958.7033333333334,121.63,0.6261233333333333,73.85942077636719,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.148666666666664,24.99266666666667,0.004666666666643922,967.7553333333332,214.42999999999998,0.59519
606,2020-08-29,15.13,16.06,466.22,958.3566666666668,29.92,0.6566933333333334,82.58308410644531,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.864666666666665,25.185333333333332,92.4553333333333,965.4133333333332,206.87399999999997,0.5977086666666667
607,2020-08-30,12.93,14.476666666666668,849.4533333333333,961.3266666666668,21.02,0.65966,89.7066650390625,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.894666666666666,23.72,185.6993333333333,963.3280000000001,168.53199999999998,0.6104893333333334
608,2020-08-31,15.063333333333333,19.99,12.07,967.6666666666666,179.84,0.60672,95.01575469970705,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.355999999999998,21.479333333333333,355.5853333333333,962.4966666666667,127.14399999999998,0.6242853333333332
609,2020-09-01,15.823333333333332,18.34,0.0,966.87,121.28,0.62624,98.38651275634766,0,0,0,0,0,0,0,0,0,0,0,0,0,13,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.598666666666666,20.005333333333333,357.9993333333333,962.6413333333334,115.25399999999999,0.6282486666666667
610,2020-09-02,16.353333333333335,20.6,0.0,968.12,202.72,0.5990933333333334,99.7803955078125,0,0,0,0,0,0,0,0,0,0,0,0,0,14,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.660666666666666,18.652666666666665,357.9993333333333,962.5846666666666,94.73799999999999,0.6350873333333333
611,2020-09-03,17.653333333333332,23.33,0.0,973.07,239.8,0.5867333333333333,99.23541259765624,0,0,0,0,0,0,0,0,0,0,0,0,0,16,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.059999999999999,17.893333333333334,265.54866666666663,964.4680000000001,110.95599999999999,0.6296813333333333
612,2020-09-04,20.49,26.996666666666663,0.0,974.53,243.82,0.5853933333333333,96.85330963134766,0,0,0,0,0,0,0,0,0,0,0,0,0,11,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.564666666666664,19.34733333333333,172.30466666666663,967.4106666666667,152.93199999999996,0.6156893333333333
613,2020-09-05,21.996666666666663,27.1,7.416666666666667,969.4500000000002,219.43,0.5935233333333333,92.78365325927734,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.076666666666668,21.851333333333333,2.414,970.0513333333334,197.49199999999996,0.6008359999999999
614,2020-09-06,16.603333333333335,18.46666666666667,250.86,969.36,45.83,0.65139,87.20765686035156,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.46333333333333,23.273333333333333,1.4833333333333334,970.408,205.41,0.5981966666666667
615,2020-09-07,16.406666666666666,19.82333333333333,0.1333333333333333,972.5033333333334,184.85,0.60505,80.32466888427734,0,0,0,0,0,0,0,0,0,0,0,0,0,14,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.619333333333334,23.29866666666667,51.65533333333334,970.906,190.32,0.6032266666666667
616,2020-09-08,17.333333333333332,22.926666666666662,0.0,976.72,240.83,0.5863900000000001,72.34432220458984,0,0,0,0,0,0,0,0,0,0,0,0,0,13,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.63,23.14333333333333,51.682,971.7826666666667,186.74599999999995,0.604418
617,2020-09-09,19.473333333333333,25.94666666666667,0.0,973.7166666666668,233.93,0.58869,63.48604583740234,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.566,23.062666666666665,51.682,972.5126666666667,186.95199999999997,0.6043493333333333
618,2020-09-10,20.216666666666665,24.836666666666662,0.0,969.7033333333334,227.28,0.5909066666666667,53.98685073852539,0,0,0,0,0,0,0,0,0,0,0,0,0,11,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.362666666666666,22.852666666666668,51.682,972.3500000000001,184.974,0.6050086666666668
619,2020-09-11,20.21,24.98,0.0,967.37,221.52,0.5928266666666667,44.11684799194336,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.006666666666668,22.4,50.19866666666667,972.4006666666668,186.54399999999998,0.6044853333333334
620,2020-09-12,20.97,26.540000000000003,0.0,970.8066666666668,219.44,0.5935199999999999,34.20025634765625,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.728,23.702666666666666,0.02666666666666666,972.0026666666666,221.68199999999996,0.5927726666666666
621,2020-09-13,21.44,26.77333333333333,0.0,975.6833333333334,216.33,0.5945566666666666,24.636743545532227,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.640666666666668,25.046,0.0,971.6633333333335,228.6,0.5904666666666667
622,2020-09-14,22.28333333333333,28.77,0.0,975.1833333333334,213.3,0.5955666666666667,15.913877487182615,0,0,0,0,0,0,0,0,0,0,0,0,0,14,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.462,25.81533333333333,0.0,971.4560000000001,223.7,0.5921000000000001
623,2020-09-15,23.05,28.96,0.0,972.21,214.15,0.5952833333333333,8.596963882446289,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.024,26.380000000000003,0.0,971.7493333333334,219.57399999999998,0.5934753333333334
624,2020-09-16,22.316666666666663,27.82333333333333,0.0233333333333333,970.36,162.7,0.6124333333333333,3.281967163085937,0,0,0,0,0,0,0,0,0,0,0,0,0,17,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.590666666666667,27.204666666666668,0.0,972.2506666666668,216.948,0.5943506666666666
625,2020-09-17,21.52,25.93,0.0,970.69,203.87,0.59871,0.5062118172645569,0,0,0,0,0,0,0,0,0,0,0,0,0,8,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.011999999999997,27.773333333333333,0.00466666666666666,972.8486666666668,205.18399999999997,0.598272
626,2020-09-18,19.71666666666667,22.49333333333333,0.0,971.1266666666668,164.36,0.61188,0.633017897605896,0,0,0,0,0,0,0,0,0,0,0,0,0,12,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.121999999999996,27.651333333333334,0.00466666666666666,972.8253333333334,202.07,0.5993099999999999
627,2020-09-19,18.51333333333333,22.86,0.1999999999999999,968.4,104.15,0.63195,3.751160144805908,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Saturday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.77733333333333,26.795333333333332,0.00466666666666666,971.914,191.676,0.6027746666666667
628,2020-09-20,19.956666666666667,24.62,32.946666666666665,965.18,164.33,0.6118899999999999,9.636302947998049,0,0,0,0,0,0,0,1,1,1,1,1,0,5,Sunday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.023333333333333,25.613333333333333,0.04466666666666664,970.5573333333334,169.84599999999998,0.6100513333333333
629,2020-09-21,20.6,24.78,0.0,965.92,176.95,0.6076833333333334,17.795665740966797,0,0,0,0,0,0,0,0,0,0,0,0,0,10,Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.404666666666664,24.74533333333333,6.634,969.1513333333332,159.882,0.6133726666666666
630,2020-09-22,20.456666666666667,23.626666666666665,4.136666666666667,963.1466666666666,129.85,0.6233833333333333,27.574207305908203,0,0,0,0,0,0,0,0,0,0,0,0,0,12,Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.061333333333334,24.136666666666667,6.629333333333333,968.2633333333333,162.73199999999997,0.6124226666666666
631,2020-09-23,18.096666666666668,20.85333333333333,70.43333333333334,960.9033333333332,88.75,0.6370833333333333,38.274070739746094,0,0,0,0,0,0,0,0,0,0,0,0,0,11,Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.848666666666666,23.676,7.456666666666666,966.7546666666667,147.92799999999997,0.6173573333333333
632,2020-09-24,17.603333333333335,20.91,316.67333333333335,958.5833333333334,99.15,0.6336166666666667,49.245704650878906,0,0,0,0,0,0,0,0,0,0,0,0,0,11,Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.52466666666667,23.348,21.543333333333333,964.7099999999998,132.80599999999998,0.6223979999999999
633,2020-09-25,10.783333333333331,14.78,238.14666666666668,954.2733333333332,30.7,0.6564333333333333,59.9353141784668,0,0,0,0,0,0,0,0,0,0,0,0,0,14,Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.342666666666666,22.958,84.838,962.7466666666667,131.80599999999998,0.6227313333333333
634,2020-09-26,8.299999999999999,9.96,525.0666666666667,955.8233333333332,53.66,0.64878,69.89579772949219,0,0,0,0,0,1,0,0,0,0,0,0,0,2,Saturday,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.508000000000003,20.99,125.878,960.5653333333332,105.07999999999997,0.6316400000000001
635,2020-09-27,10.036666666666669,13.04,63.366666666666674,955.9966666666666,103.33,0.6322233333333332,78.77711486816406,0,0,0,1,0,1,0,0,0,0,0,0,0,3,Sunday,0,0,0,0,0,0,0,1,0,1,0,0,0,0,15.047999999999998,18.026,230.89133333333334,958.5459999999999,80.42199999999998,0.6398593333333333
636,2020-09-28,11.603333333333332,15.6,71.57333333333334,962.4166666666666,153.47,0.61551,86.310546875,1,0,1,1,0,1,0,0,0,0,0,0,0,7,Monday,0,1,0,0,0,1,0,1,0,1,0,0,0,0,12.964000000000002,15.908666666666665,242.7373333333333,957.1159999999998,75.11799999999998,0.6416273333333333
637,2020-09-29,12.296666666666669,13.786666666666669,306.17,969.22,43.25,0.65225,92.29515075683594,1,0,1,1,0,1,0,0,0,0,0,0,0,11,Tuesday,0,1,0,0,0,1,0,1,0,1,0,0,0,0,11.665333333333333,14.858,242.96533333333338,957.4186666666665,88.06199999999998,0.6373126666666666
638,2020-09-30,12.776666666666666,17.346666666666668,0.24,965.9533333333334,152.88,0.6157066666666666,96.58934020996094,1,0,1,1,0,1,0,0,0,0,0,0,0,8,Wednesday,0,1,0,0,0,1,0,1,0,1,0,0,0,0,10.604,13.433333333333334,240.86466666666666,959.5459999999999,76.88199999999998,0.6410393333333333
639,2020-10-01,14.21,17.833333333333332,29.043333333333333,957.98,107.36,0.63088,99.10675811767578,1,0,1,1,0,1,0,0,0,0,0,0,0,12,Thursday,0,1,0,0,0,1,0,1,0,1,0,0,0,0,11.002666666666666,13.946666666666667,193.28333333333336,961.882,101.31799999999997,0.632894
640,2020-10-02,14.713333333333331,17.676666666666666,0.0566666666666666,942.8733333333332,58.64,0.64712,99.81398010253906,1,0,1,1,0,1,0,0,0,0,0,0,0,7,Friday,0,1,0,0,0,1,0,1,0,1,0,0,0,0,12.184666666666669,15.521333333333335,94.07866666666666,962.3133333333333,112.05799999999996,0.6293139999999999
641,2020-10-03,11.123333333333331,13.97,345.24666666666667,945.0366666666667,108.55,0.6304833333333333,98.7278060913086,1,1,1,1,0,1,0,0,0,0,0,0,0,2,Saturday,0,1,0,1,0,1,0,1,0,0,0,0,0,0,13.12,16.448666666666668,81.41666666666666,959.6886666666666,103.11999999999998,0.6322933333333334
642,2020-10-04,13.32,17.150000000000002,170.99333333333334,951.4233333333332,153.42,0.6155266666666667,95.91061401367188,1,1,1,1,0,1,0,0,0,0,0,0,0,0,Sunday,0,1,0,1,0,1,0,0,0,0,0,0,0,0,13.024000000000001,16.122666666666667,136.15133333333333,956.2126666666667,94.13599999999998,0.635288
